,middle_band,price,upper_band,lower_band
263,2087.2035714285716,2062.85,2197.8795883169696,1976.5275545401737
264,2100.107142857143,2100.6,2154.69515023464,2045.519135479646
265,2106.832142857143,2160.65,2166.5426058900107,2047.1216798242754
266,2108.246428571429,2169.45,2173.0466596285014,2043.4461975143565
267,2114.0607142857143,2186.85,2191.210709834527,2036.9107187369018
268,2121.275,2250.3,2226.4270346194517,2016.1229653805485
269,2134.3357142857144,2261.25,2259.9746011404804,2008.6968274309481
270,2144.0714285714284,2231.05,2277.3857691600842,2010.7570879827724
271,2153.160714285714,2243.25,2295.2907640427966,2011.0306645286319
272,2166.635714285714,2283.6,2320.295630627304,2012.9757979441242
273,2178.4964285714286,2243.15,2327.9624240058524,2029.030433137005
274,2189.35,2270.6,2342.126906229041,2036.5730937709584
275,2200.628571428572,2267.8,2351.440485436012,2049.816657421132
276,2213.4892857142854,2257.45,2348.9617704514935,2078.0168009770773
277,2233.003571428572,2336.05,2352.8036771449865,2113.203465712157
278,2253.717857142857,2390.6,2375.174399590312,2132.2613146954022
279,2268.4821428571427,2367.35,2391.4478767153614,2145.516408998924
280,2280.342857142857,2335.5,2393.828083949214,2166.8576303365003
281,2286.6178571428572,2274.7,2386.765568105128,2186.4701461805867
282,2289.907142857143,2296.35,2387.918663821526,2191.8956218927597
283,2292.6428571428573,2299.55,2389.3379596927607,2195.947754592954
284,2299.075,2321.1,2389.9243744950795,2208.22562550492
285,2305.371428571428,2331.4,2391.6583802035916,2219.0844769392647
286,2308.6964285714284,2330.15,2394.956995052664,2222.435862090193
287,2316.0214285714283,2345.7,2395.45137559086,2236.5914815519964
288,2321.5535714285716,2348.05,2398.0919224417557,2245.0152204153874
289,2328.592857142857,2366.35,2401.8940047583715,2255.291709527343
290,2335.6035714285713,2355.6,2397.477928790036,2273.7292140671066
291,2341.242857142857,2415.0,2416.282927024922,2266.2027872607914
292,2346.8142857142852,2468.6,2445.497823649109,2248.1307477794617
293,2354.3107142857143,2472.3,2473.5236858215785,2235.09774274985
294,2363.8571428571427,2469.15,2497.1543461121155,2230.55993960217
295,2379.1464285714287,2488.75,2517.402631460687,2240.8902256821702
296,2395.1357142857146,2520.2,2543.547498125175,2246.723930446254
297,2425.2642857142855,2721.35,2644.462536088293,2206.066035340278
298,2456.3142857142857,2755.8,2728.661243242212,2183.9673281863593
299,2483.5964285714285,2713.35,2777.694882688886,2189.497974453971
300,2510.375,2705.05,2812.4507769169722,2208.2992230830278
301,2534.371428571429,2681.65,2833.455897510276,2235.2869596325822
302,2560.4892857142854,2713.7,2853.2798414115055,2267.6987300170654
303,2582.75,2678.0,2858.8724143243358,2306.6275856756642
304,2607.2000000000003,2697.9,2855.941339238467,2358.4586607615333
305,2629.1857142857148,2722.8,2858.391796996538,2399.9796315748918
306,2644.5607142857148,2683.85,2855.515383782291,2433.6060447891387
307,2659.4892857142863,2681.3,2846.1086316426154,2472.8699397859573
308,2675.7107142857144,2696.25,2827.2418290320124,2524.1795995394164
309,2694.182142857143,2747.35,2805.1590954688486,2583.2051902454373
310,2715.1071428571436,2813.15,2789.072226689756,2641.142059024531
311,2722.8785714285723,2830.15,2819.1643057683714,2626.592837088773
312,2726.639285714286,2808.45,2832.136220985601,2621.142350442971
313,2730.0000000000005,2760.4,2836.6644919649725,2623.3355080350284
314,2738.9392857142857,2830.2,2856.9680382645142,2620.910533164057
315,2751.4357142857143,2856.6,2879.918921380984,2622.9525071904445
316,2761.2571428571428,2851.2,2898.066127363825,2624.4481583504603
317,2772.8107142857143,2839.75,2906.6186775911447,2639.002750980284
318,2785.2321428571427,2871.8,2921.350906652345,2649.11337906194
319,2797.45,2893.85,2939.984460070831,2654.9155399291685
320,2814.075,2916.6,2953.79948576777,2674.3505142322297
321,2833.321428571428,2950.75,2968.41619140495,2698.226665737906
322,2850.2035714285707,2932.6,2969.6793460202266,2730.727796836915
323,2867.2142857142853,2985.5,2991.3322967333593,2743.0962746952114
324,2875.3285714285707,2926.75,2999.073885026108,2751.5832578310333
325,2877.2178571428562,2856.6,2998.7802729384307,2755.655441347282
326,2871.1892857142852,2724.05,3013.9631045734814,2728.415466855089
327,2870.1821428571425,2746.3,3016.4779948785567,2723.8862908357282
328,2862.089285714286,2716.9,3028.9959578331454,2695.182613595426
329,2849.7678571428573,2684.1,3041.971737705366,2657.5639765803485
330,2842.125,2744.2,3042.422712072627,2641.827287927373
331,2826.1178571428572,2615.65,3060.2022587759066,2592.033455509808
332,2806.7571428571428,2600.75,3067.84450771401,2545.6697780002755
333,2785.339285714286,2594.0,3064.2380988473356,2506.440472581236
334,2767.8821428571428,2672.2,3041.942427093286,2493.8218586209996
335,2743.157142857143,2604.6,3008.4675412069228,2477.846744507363
336,2717.285714285714,2570.4,2973.5019853974627,2461.0694431739657
337,2682.5750000000003,2499.55,2912.594593646999,2452.5554063530017
338,2643.4785714285717,2379.4,2880.6727557984527,2406.2843870586908
339,2600.9214285714293,2260.8,2882.9553128267157,2318.887544316143
340,2570.5750000000003,2299.2,2885.0942222326626,2256.055777767338
341,2539.807142857143,2315.55,2864.39105604954,2215.2232296647458
342,2503.1857142857143,2204.2,2856.149995391121,2150.2214331803075
343,2466.3214285714284,2168.0,2844.776231714381,2087.866625428476
344,2428.057142857143,2208.5,2793.5908240520575,2062.5234616622283
345,2400.667857142857,2232.2,2763.1018736461024,2038.2338406396116
346,2370.5535714285716,2179.15,2731.4311203695715,2009.6760224875716
347,2329.789285714286,2023.3,2710.334855973552,1949.2437154550203
348,2279.9785714285713,1974.85,2649.8641352583372,1910.0930075988051
349,2241.139285714286,2060.85,2576.799013090704,1905.4795583378677
350,2219.75,2270.95,2498.339999268282,1941.160000731718
351,2195.6464285714287,2162.1,2423.777290019521,1967.5155671233365
352,2189.0714285714284,2287.35,2398.9658588646726,1979.176998278184
353,2192.3142857142857,2306.2,2408.2970643317817,1976.3315070967897
354,2193.0035714285714,2308.85,2410.511970786395,1975.4951720707477
355,2181.214285714286,2150.5,2387.723955551457,1974.7046158771145
356,2176.664285714286,2140.5,2383.7984058786315,1969.5301655499406
357,2172.9035714285715,2115.35,2382.611160757074,1963.1959821000692
358,2163.964285714286,2083.35,2377.7651435544276,1950.1634278741437
359,2169.65,2311.8,2395.1796842137023,1944.1203157862979
360,2180.782142857143,2335.0,2423.092975045054,1938.4713106692316
361,2203.325,2338.9,2441.205615661903,1965.4443843380968
362,2232.296428571429,2380.45,2448.081212608607,2016.5116445342505
363,2253.4035714285715,2356.35,2454.2389324901656,2052.5682103669774
364,2261.3750000000005,2382.55,2473.7386567124927,2049.011343287508
365,2279.6607142857147,2418.1,2499.1675783051387,2060.1538502662906
366,2286.5142857142864,2383.3,2512.937974433423,2060.09059699515
367,2290.3142857142866,2359.4,2519.9244048579785,2060.7041665705947
368,2292.521428571429,2339.75,2523.48911766795,2061.5537394749085
369,2306.6571428571438,2348.4,2524.004514086274,2089.3097716280136
370,2323.4321428571434,2375.35,2520.8777638310003,2125.9865218832865
371,2335.021428571429,2277.6,2495.4272203059286,2174.6156368369298
372,2349.4250000000006,2285.0,2427.6391316170493,2271.210868382952
373,2348.1500000000005,2293.95,2429.524329726611,2266.77567027339
374,2348.600000000001,2341.3,2429.7303888810707,2267.469611118931
375,2353.1142857142863,2402.1,2438.82365535349,2267.404916075083
376,2351.721428571429,2360.95,2436.1412741627587,2267.3015829800993
377,2353.4178571428574,2380.1,2439.1821818682233,2267.6535324174915
378,2356.846428571429,2430.55,2451.050057966492,2262.6427991763658
379,2354.2321428571436,2381.5,2442.9870656427274,2265.4772200715597
380,2355.039285714286,2394.6,2445.1284225866702,2264.950148841902
381,2360.4714285714285,2435.45,2460.3342938824417,2260.6085632604154
382,2365.671428571429,2412.55,2468.4260482638083,2262.9168088790493
383,2376.964285714286,2506.5,2503.53338771952,2250.3951837090517
384,2388.5607142857143,2537.7,2541.4959251962746,2235.625503375154
385,2405.0642857142857,2508.65,2556.275637692326,2253.852933736245
386,2423.5321428571433,2543.55,2574.731281067645,2272.3330046466417
387,2437.8285714285716,2494.1,2573.2773338915094,2302.379808965634
388,2444.3357142857144,2432.4,2568.0532550392554,2320.6181735321734
389,2450.3535714285717,2486.35,2573.4157037300547,2327.291439127089
390,2452.8250000000007,2395.55,2569.369951710596,2336.2800482894054
391,2456.1571428571438,2426.75,2566.2331924923437,2346.081093221944
392,2460.6857142857148,2493.95,2571.4381855452953,2349.9332430261343
393,2468.371428571429,2489.1,2570.0116213654373,2366.731235777421
394,2474.925,2486.35,2567.502757338578,2382.3472426614226
395,2477.7071428571435,2474.4,2567.473025164221,2387.941260550066
396,2486.253571428572,2532.2,2571.989583647495,2400.517559209649
397,2492.7107142857144,2596.9,2596.6909578127934,2388.7304707586354
398,2496.5464285714293,2591.4,2611.100020089395,2381.9928370534635
399,2502.446428571429,2591.25,2627.6946588017154,2377.1981983411424
400,2503.971428571429,2564.9,2631.8674483223444,2376.0754088205135
401,2509.2071428571435,2567.4,2641.295090581607,2377.11919513268
402,2520.260714285715,2587.15,2650.5487926031233,2389.972635968307
403,2530.864285714287,2634.8,2672.897767295584,2388.8308041329897
404,2548.692857142858,2645.15,2679.8007566709803,2417.5849576147357
405,2565.1285714285723,2656.85,2687.8053996228937,2442.451743234251
406,2573.707142857144,2614.05,2691.648255002404,2455.766030711884
407,2580.6428571428582,2586.2,2688.1060376505557,2473.179676635161
408,2587.0500000000015,2576.05,2680.013715005842,2494.086284994161
409,2592.707142857144,2553.6,2663.021063758501,2522.393221955787
410,2593.053571428573,2537.05,2662.1200440282173,2523.9870988289285
411,2587.87142857143,2524.35,2665.9886946061683,2509.7541625366916
412,2582.389285714287,2514.65,2669.6742670514436,2495.10430437713
413,2576.8857142857155,2514.2,2671.197614412313,2482.573814159118
414,2575.450000000001,2544.8,2671.1496342730475,2479.750365726955
415,2578.0785714285726,2604.2,2674.8413957766606,2481.3157470804845
416,2576.842857142858,2569.85,2673.5484918298534,2480.1372224558627
417,2569.778571428572,2535.9,2662.6184891884727,2476.938653668671
418,2562.475000000001,2542.9,2645.323107076437,2479.626892923565
419,2558.0000000000005,2594.2,2623.9296944887465,2492.0703055112544
420,2558.5607142857148,2621.9,2626.642251131878,2490.4791774395517
421,2562.0000000000005,2634.35,2640.2078984796944,2483.7921015203065
422,2566.257142857143,2635.65,2653.7024915669735,2478.811794147313
423,2569.5392857142865,2599.55,2658.3764503087377,2480.7021211198353
424,2563.928571428572,2458.5,2669.878608378377,2457.978534478767
425,2563.3000000000006,2515.55,2670.360119702736,2456.2398802972652
426,2569.0750000000007,2595.5,2673.521060793979,2464.6289392060226
427,2573.4071428571438,2574.85,2672.9654354618706,2473.848850252417
428,2579.3785714285723,2628.4,2681.540070380607,2477.2170724765374
429,2578.6821428571434,2594.45,2680.24593567222,2477.1183500420666
430,2581.092857142858,2603.6,2683.3533755571925,2478.8323387285236
