,middle_band,price,upper_band,lower_band
431,2593.6178571428577,2711.25,2713.4744034942833,2473.761310791432
432,2604.596428571429,2696.6,2732.338701944765,2476.854155198093
433,2612.6642857142865,2707.15,2751.3744674079503,2473.9541040206227
434,2615.1857142857148,2657.2,2755.8881248963476,2474.483303675082
435,2614.2892857142865,2621.8,2754.625174969963,2473.95339645861
436,2611.067857142858,2590.55,2751.362067819726,2470.77364646599
437,2611.757142857143,2609.2,2751.9023305246774,2471.611955189609
438,2619.0857142857144,2561.1,2732.9799596226667,2505.191468948762
439,2621.5071428571428,2549.45,2727.054907160539,2515.9593785537463
440,2618.957142857143,2559.8,2728.8472128021667,2509.0670729121193
441,2621.1928571428575,2606.15,2728.4596622249624,2513.9260520607527
442,2623.0714285714284,2654.7,2731.7932664052914,2514.3495907375654
443,2626.3535714285717,2640.4,2734.1235577190496,2518.583585138094
444,2630.221428571429,2657.75,2738.359899021143,2522.082958121715
445,2626.4000000000005,2657.75,2725.616957297528,2527.183042702473
446,2622.5000000000005,2642.0,2713.807418183735,2531.192581816266
447,2618.346428571429,2649.0,2697.554999050623,2539.137858092235
448,2618.600000000001,2660.75,2698.3651456560656,2538.834854343936
449,2623.8392857142862,2695.15,2713.5283484088413,2534.150223019731
450,2636.421428571429,2766.7,2751.7511613064967,2521.091695836361
451,2645.392857142858,2734.8,2770.709200586404,2520.0765136993114
452,2660.192857142858,2768.3,2791.4271447423766,2528.9585695433393
453,2677.450000000001,2791.05,2809.4910309189877,2545.4089690810147
454,2691.2535714285727,2753.05,2810.0546428060416,2572.452500051104
455,2707.1107142857154,2828.15,2835.8289347314635,2578.3924938399673
456,2718.0678571428584,2808.1,2853.508293140723,2582.627421144994
457,2733.8071428571443,2860.75,2881.0652723552867,2586.549013359002
458,2753.22142857143,2929.55,2926.6305788680284,2579.8122782748314
459,2772.0178571428587,2920.9,2957.4777122520923,2586.558002033625
460,2788.203571428573,2868.6,2964.0887589112576,2612.3183839458884
461,2801.6071428571445,2836.65,2959.4726545441963,2643.7416311700927
462,2814.17142857143,2836.65,2950.239452929625,2678.1034042132355
463,2825.217857142859,2849.8,2943.6266835234555,2706.8090307622624
464,2837.192857142859,2934.35,2963.7386704167,2710.6470438690176
465,2852.2250000000017,2945.25,2976.350896077002,2728.0991039230016
466,2868.4785714285726,2995.85,3004.306243438041,2732.6508994191045
467,2885.189285714287,3025.0,3036.647897367607,2733.730674060967
468,2902.9321428571434,3001.45,3045.655649665236,2760.2086360490507
469,2919.1500000000005,3055.2,3076.1540322852943,2762.145967714707
470,2936.142857142858,3046.0,3092.868569809875,2779.4171444758404
471,2948.9071428571433,3039.45,3108.2682608692276,2789.546024845059
472,2962.0964285714285,3114.2,3143.5847348880225,2780.6081222548346
473,2969.4678571428567,3024.1,3152.127762250851,2786.8079520348624
474,2979.4749999999995,3008.7,3153.475812332308,2805.474187667691
475,2991.024999999999,2998.35,3144.4350275029533,2837.614972497045
476,3006.1107142857136,3047.85,3133.449035175494,2878.7723933959332
477,3017.4678571428562,3008.8,3107.7107993952523,2927.2249148904602
478,3023.7464285714277,3022.25,3100.266345177226,2947.2265119656295
479,3029.978571428571,3032.5,3091.7496091315006,2968.207533725641
480,3031.307142857142,3014.45,3090.6693019659683,2971.9449837483157
481,3028.896428571428,2991.25,3091.986101800313,2965.8067553425426
482,3031.2964285714284,3035.05,3092.414013404436,2970.1788437384207
483,3034.0,3093.05,3102.5671147910202,2965.4328852089798
484,3036.5,3081.0,3109.3691345442394,2963.6308654557606
485,3040.6,3096.85,3120.321225819411,2960.8787741805886
486,3039.296428571429,3095.95,3114.2900946043055,2964.302762538552
487,3046.9857142857145,3131.75,3136.027004868046,2957.944423703383
488,3054.3535714285717,3111.85,3146.755248605183,2961.9518942519603
489,3056.9214285714293,3034.3,3144.490581151046,2969.3522759918123
490,3054.7214285714294,3017.05,3144.7843784734323,2964.6584786694266
491,3048.4714285714294,2921.3,3161.4826105524307,2935.460246590428
492,3044.8357142857153,2971.35,3164.5566168277956,2925.114811743635
493,3037.0035714285723,2922.85,3173.3877655516053,2900.6193773055393
494,3031.103571428572,2931.85,3178.400631111393,2883.8065117457513
