,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Per_Change_OpenandClose,Per_Change_LowandHigh,Rolling_Mean_5days,Rolling_Std_5days,Action,Actions,cummulative_returns
19,BAJFINANCE,EQ,09-Jun-2017,1361.7,1358.0,1382.0,1343.7,1370.0,09-Jun-2017,1367.45,530582,725541900.15,23351,178831,33.7,1.1125798634060269,1.3880706921943986,2.8503386172508804,0.2350853197242956,1.3123558834169213,-1,-1,6.877880558348182
20,BAJFINANCE,EQ,12-Jun-2017,1376.85,1369.95,1383.0,1356.55,1369.0,12-Jun-2017,1367.4,370028,505978055.5,14815,103847,28.06,-0.8642916802847012,-0.3649768239716744,1.949799122774687,0.035046083759182965,1.40426371565182,1,1,6.013588878063481
21,BAJFINANCE,EQ,13-Jun-2017,1364.95,1374.0,1380.0,1361.0,1362.0,13-Jun-2017,1373.62,435644,598410870.85,22238,190154,43.65,0.47987105754789816,-0.181950509461426,1.3960323291697385,0.5191062757544177,0.8677008226219921,-1,-1,6.493459935611379
22,BAJFINANCE,EQ,14-Jun-2017,1371.5,1374.2,1375.0,1354.0,1360.0,14-Jun-2017,1365.29,634727,866584207.5,29134,339284,53.45,-0.7655851257747037,-0.9605588706156354,1.5509601181683985,0.26873118004996843,1.0425372343387227,1,1,5.727874809836676
23,BAJFINANCE,EQ,15-Jun-2017,1361.0,1361.1,1413.0,1352.2,1409.3,15-Jun-2017,1386.17,1569774,2175971915.0,46282,740293,47.16,3.25128581925056,3.2436999485710105,4.496376275698855,0.6427719868290165,1.6812429346278837,1,1,8.979160629087236
24,BAJFINANCE,EQ,16-Jun-2017,1405.25,1415.0,1424.85,1403.3,1406.0,16-Jun-2017,1415.04,824516,1166727044.55,36654,332550,40.33,0.35936666073652646,-0.3321554770318036,1.5356659303071396,0.4921293462951164,1.66226083491531,-1,-1,9.338527289823762
25,BAJFINANCE,EQ,19-Jun-2017,1410.3,1405.2,1421.7,1395.6,1400.1,19-Jun-2017,1405.58,426223,599091881.05,20625,170557,40.02,-0.740977097071549,-0.3807287218901334,1.870163370593314,0.5167922629377468,1.6378397765968524,1,1,8.597550192752212
26,BAJFINANCE,EQ,20-Jun-2017,1399.85,1407.7,1432.9,1395.05,1411.5,20-Jun-2017,1418.2,781161,1107841162.4,38166,294753,37.73,0.6965031967710811,0.13497194004403745,2.713164402709589,0.5601186907823834,1.6394834158046732,1,1,9.294053389523294
27,BAJFINANCE,EQ,21-Jun-2017,1409.6,1404.8,1426.0,1401.0,1419.9,21-Jun-2017,1416.69,449181,636348673.3,23993,170175,37.89,0.5001418842224936,0.8435364464692618,1.7844396859386213,0.813264092781823,1.472864311309603,-1,-1,9.794195273745787
28,BAJFINANCE,EQ,22-Jun-2017,1416.65,1419.0,1427.0,1395.3,1400.0,22-Jun-2017,1410.93,477586,673842667.65,31890,240623,50.38,-1.0482476264426777,-1.21212121212122,2.2719128502830976,-0.04664259635682457,0.7907900306130007,-1,-1,8.74594764730311
29,BAJFINANCE,EQ,23-Jun-2017,1401.8,1405.0,1415.5,1366.0,1400.0,23-Jun-2017,1391.87,620781,864045572.65,27030,213449,34.38,-0.07490369524896234,-0.302491103202851,3.623718887262073,-0.13349666755392234,0.7582269637969863,-1,-1,8.671043952054148
30,BAJFINANCE,EQ,27-Jun-2017,1400.75,1400.0,1400.0,1336.75,1341.0,27-Jun-2017,1361.84,1053829,1435142568.55,37982,522564,49.59,-3.626628591825809,-3.574999999999995,4.73162521039836,-0.7106269665047742,1.7654442622750923,1,1,5.0444153602283395
31,BAJFINANCE,EQ,28-Jun-2017,1349.95,1341.0,1377.0,1313.9,1371.0,28-Jun-2017,1353.9,998218,1351490429.3,30259,430604,43.14,1.6593207155820577,2.3378076062639863,4.8024963848085855,-0.5180634627425789,1.9948939180644623,1,1,6.703736075810397
32,BAJFINANCE,EQ,29-Jun-2017,1372.35,1379.0,1394.85,1366.5,1369.65,29-Jun-2017,1381.08,726869,1003865047.95,17813,296476,40.79,0.2878274492658539,-0.19579405366207947,2.074643249176722,-0.5605263497339068,1.969905424565711,-1,-1,6.991563525076251
33,BAJFINANCE,EQ,30-Jun-2017,1376.3,1367.6,1380.0,1352.5,1373.55,30-Jun-2017,1364.0,496260,676901079.6,31246,216431,43.61,-0.23250744750418217,0.40216437554840834,2.0332717190388205,-0.39737831394620776,1.9531223384296934,1,1,6.759056077572069
34,BAJFINANCE,EQ,03-Jul-2017,1373.1,1380.0,1390.0,1366.5,1384.0,03-Jul-2017,1380.67,446514,616490664.5,18913,193216,43.27,1.0232321025417157,0.518115942028996,1.7197219173069822,-0.17775115438807215,2.0574080237731454,-1,-1,7.782288180113785
35,BAJFINANCE,EQ,04-Jul-2017,1387.15,1390.0,1408.75,1376.55,1378.0,04-Jul-2017,1388.07,704342,977677586.1,23191,350690,49.79,-0.5478859532134339,-0.7517985611510847,2.3391812865497075,0.43799737333440286,0.9052933293989448,1,1,7.23440222690035
36,BAJFINANCE,EQ,05-Jul-2017,1379.55,1375.0,1407.0,1370.1,1399.0,05-Jul-2017,1391.6,643929,896093763.4,25001,298889,46.42,1.377260700953209,1.7127272727272658,2.693234070505812,0.3815853704086331,0.8143858684519567,1,1,8.611662927853558
37,BAJFINANCE,EQ,06-Jul-2017,1398.55,1398.9,1413.5,1392.35,1397.5,06-Jul-2017,1404.77,418130,587376329.2,25318,178634,42.72,0.05362697079118739,0.02859389520335487,1.519014615577996,0.3347452747136998,0.8277520102989872,-1,-1,8.665289898644746
38,BAJFINANCE,EQ,07-Jul-2017,1399.3,1398.5,1403.6,1387.4,1393.0,07-Jul-2017,1395.07,202005,281811710.3,8185,75611,37.43,-0.5431287072107382,-0.4862352520557667,1.1676517226466565,0.2726210227723886,0.890264500878249,1,1,8.122161191434007
39,BAJFINANCE,EQ,10-Jul-2017,1391.7,1451.55,1451.55,1395.1,1411.55,10-Jul-2017,1410.24,150018,211560811.05,3910,96462,64.3,1.5161313501472984,-2.669560125383208,4.046304924378186,0.3712008722935051,1.0129899473407353,1,1,9.638292541581304
40,BAJFINANCE,EQ,11-Jul-2017,1412.8,1419.4,1431.0,1409.6,1422.0,11-Jul-2017,1422.27,665556,946603580.4,28991,319337,47.98,0.45300113250283935,-0.014090460758064971,1.5181611804767403,0.5713782894367598,0.8755298726675054,1,1,10.091293674084143
