,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Per_Change_OpenandClose,Per_Change_LowandHigh,Rolling_Mean_5days,Rolling_Std_5days,Action,Actions,cummulative_returns
41,BAJFINANCE,EQ,12-Jul-2017,1419.2,1424.5,1452.0,1420.0,1452.0,12-Jul-2017,1435.9,654934,940419643.0,16957,308664,47.13,1.7263246899661855,1.347841347841361,2.2535211267605604,0.641191087239355,0.9651807894057842,1,1,11.817618364050329
42,BAJFINANCE,EQ,13-Jul-2017,1443.7,1452.0,1489.5,1450.9,1482.1,13-Jul-2017,1473.08,1011798,1490462162.6,45659,496745,49.1,2.9230449539378034,2.334710743801649,2.6604176717899275,1.2150746838686781,1.3173087518288944,1,1,14.740663317988133
43,BAJFINANCE,EQ,14-Jul-2017,1485.9,1485.0,1508.65,1470.65,1495.0,14-Jul-2017,1488.5,570522,849222446.0,19927,262514,46.01,0.9085402786190189,0.9696969696969759,2.5838914765579757,1.5054084810346295,0.9384062285192118,1,1,15.649203596607151
44,BAJFINANCE,EQ,17-Jul-2017,1499.4,1504.95,1549.7,1488.05,1538.55,17-Jul-2017,1525.27,947006,1444438289.15,29590,327928,34.63,2.607709750566878,2.2293099438519537,4.143005947380796,1.7237241611185454,1.0605504970217698,-1,-1,18.256913347174027
45,BAJFINANCE,EQ,18-Jul-2017,1538.5,1537.95,1545.15,1507.0,1514.95,18-Jul-2017,1524.5,501708,764854066.65,24617,215197,42.89,-1.6997075073123202,-1.6645534640267967,2.531519575315211,1.2931824331555135,1.8491474996810415,1,1,16.55720583986171
46,BAJFINANCE,EQ,19-Jul-2017,1512.35,1519.65,1577.4,1515.0,1544.0,19-Jul-2017,1548.11,2655273,4110642034.5,92367,653995,24.63,1.9506066717360326,1.4608626986477136,4.1188118811881225,1.338038829509483,1.864934304183086,1,1,18.50781251159774
47,BAJFINANCE,EQ,20-Jul-2017,1541.85,1551.0,1608.0,1547.1,1587.25,20-Jul-2017,1587.31,2169635,3443890632.2,71082,733445,33.8,3.4698576385510993,2.8594455190199763,3.936397130114422,1.4474013664321421,1.992769808167324,1,1,21.97767015014884
48,BAJFINANCE,EQ,21-Jul-2017,1595.35,1598.9,1631.5,1585.0,1623.0,21-Jul-2017,1613.88,1380541,2228031116.45,54293,459973,33.32,1.6297364214749033,1.4040903120895454,2.933753943217665,1.591640595003319,1.969985790457459,-1,-1,23.60740657162374
49,BAJFINANCE,EQ,24-Jul-2017,1621.35,1633.0,1637.3,1587.95,1602.0,24-Jul-2017,1609.17,835475,1344419753.1,38922,320470,38.36,-1.4771640916520057,-2.1800367421922817,3.107780471677324,0.7746658265595421,2.2677799095700637,1,1,22.130242479971734
50,BAJFINANCE,EQ,25-Jul-2017,1597.4,1606.9,1632.9,1600.0,1632.7,25-Jul-2017,1621.22,813854,1319436779.65,35029,289558,35.58,1.8843120070113795,1.2819714979152241,2.056250000000004,1.491469729424282,1.810459537493382,1,1,24.014554486983116
51,BAJFINANCE,EQ,26-Jul-2017,1627.5,1636.0,1695.75,1630.0,1691.15,26-Jul-2017,1665.45,1475906,2458050593.65,49277,490085,33.21,3.6651305683563784,3.1265281173594284,4.033742331288348,1.8343745087483512,2.063802995691338,-1,-1,27.679685055339494
52,BAJFINANCE,EQ,27-Jul-2017,1687.15,1704.0,1739.8,1671.1,1673.9,27-Jul-2017,1709.8,1955562,3343620960.35,62265,565168,28.9,-0.46231811042291016,-1.4465962441314595,4.111064568248457,1.0479393589535495,2.033760182213027,1,1,27.217366944916584
53,BAJFINANCE,EQ,28-Jul-2017,1679.35,1672.0,1710.9,1662.55,1702.2,28-Jul-2017,1694.75,926268,1569796006.05,38831,231827,25.03,1.31003066662696,1.7553827751196183,2.908183212534965,0.9839982079839608,2.0158424785113764,1,1,28.527397611543545
54,BAJFINANCE,EQ,31-Jul-2017,1701.35,1718.0,1724.0,1697.6,1705.65,31-Jul-2017,1708.39,576928,985615846.05,23982,229995,39.87,0.10285949393129545,-0.867287543655415,1.5551366635249808,1.300002925100621,1.618199173057557,1,1,28.63025710547484
55,BAJFINANCE,EQ,01-Aug-2017,1703.1,1709.9,1727.9,1706.05,1718.0,01-Aug-2017,1718.82,692591,1190439654.5,31158,307909,44.46,0.7721214256356079,0.3713667465933712,1.2807362035110348,1.0775648088254668,1.59406104424756,-1,-1,29.402378531110447
56,BAJFINANCE,EQ,02-Aug-2017,1716.25,1724.95,1726.2,1691.1,1705.0,02-Aug-2017,1708.87,396171,677006159.4,16443,94058,23.74,-0.5273124544792451,-1.029015333777794,2.075572112825985,0.23907620425834217,0.7951322565431331,-1,-1,28.875066076631203
57,BAJFINANCE,EQ,03-Aug-2017,1707.2,1714.0,1729.0,1698.05,1708.0,03-Aug-2017,1713.46,775709,1329143630.0,38229,345257,44.51,-0.31923617619493694,-0.7147024504083999,1.8226789552722167,0.26769259110393684,0.7656052284142983,1,1,28.555829900436265
58,BAJFINANCE,EQ,04-Aug-2017,1701.75,1704.9,1730.0,1701.05,1729.55,04-Aug-2017,1714.61,710636,1218461438.15,30960,328620,46.24,1.2751579256647494,1.0880403542729677,1.7018900091120281,0.2607180429114947,0.7538036843478357,1,1,29.830987826101016
59,BAJFINANCE,EQ,07-Aug-2017,1723.45,1735.5,1805.95,1729.6,1800.0,07-Aug-2017,1781.41,1504033,2679297944.9,45419,563718,37.48,4.3343293974295705,3.609910688562379,4.414315448658668,1.1070120236111498,1.9532794612827173,-1,-1,34.165317223530586
60,BAJFINANCE,EQ,08-Aug-2017,1798.15,1813.0,1829.5,1772.0,1778.0,08-Aug-2017,1798.06,1761065,3166505882.2,52781,788011,44.75,-1.0204932847649006,-1.8312189740761209,3.2449209932279954,0.7484890815310481,2.1813204853965527,-1,-1,33.14482393876568
61,BAJFINANCE,EQ,09-Aug-2017,1779.8,1769.9,1769.9,1682.55,1693.0,09-Aug-2017,1725.25,1899560,3277223611.15,55363,1150309,60.56,-4.612877851443975,-4.07932651562235,5.191524768951905,-0.06862399786189792,3.2715001584968353,-1,-1,28.531946087321707
62,BAJFINANCE,EQ,10-Aug-2017,1697.7,1680.0,1689.9,1610.05,1650.0,10-Aug-2017,1655.57,1835002,3037977637.15,53350,1046613,57.04,-3.657890086587745,-2.642857142857147,4.959473308282369,-0.7363547799404595,3.653818405218421,1,1,24.87405600073396
63,BAJFINANCE,EQ,11-Aug-2017,1635.6,1590.0,1732.6,1590.0,1704.9,11-Aug-2017,1678.57,3505576,5884367717.05,71055,1489630,42.49,3.6561506480802253,6.628930817610068,8.968553459119487,-0.26015623545736427,4.108395400116462,1,1,28.530206648814186
64,BAJFINANCE,EQ,14-Aug-2017,1695.4,1721.3,1742.35,1705.0,1717.0,14-Aug-2017,1718.56,1311855,2254500538.2,49700,678202,51.7,0.9142385277810527,-0.6041945041538321,2.19061583577711,-0.9441744093870679,3.37068804447175,1,1,29.444445176595238
65,BAJFINANCE,EQ,16-Aug-2017,1710.9,1730.0,1730.0,1683.2,1725.0,16-Aug-2017,1704.39,705754,1202879178.4,27125,233605,33.1,0.6107896428779958,-0.5000000000000004,2.780418250950567,-0.6179178238584886,3.4396956045438447,1,1,30.055234819473235
66,BAJFINANCE,EQ,17-Aug-2017,1721.35,1730.0,1762.5,1720.5,1722.0,17-Aug-2017,1740.6,729269,1269367431.3,21925,165060,22.63,0.42989514044209365,-0.07225433526011349,2.441150828247607,0.3906367745187252,2.616214722852676,-1,-1,30.485129959915326
67,BAJFINANCE,EQ,18-Aug-2017,1728.75,1710.0,1722.9,1688.5,1701.0,18-Aug-2017,1705.49,932335,1590085129.45,52990,463361,49.7,-1.376717281272588,-0.295321637426893,2.037311222978988,0.8468713355817566,1.8076599959729662,-1,-1,29.10841267864274
68,BAJFINANCE,EQ,21-Aug-2017,1704.95,1704.95,1731.0,1678.55,1685.2,21-Aug-2017,1712.76,1090057,1867000636.5,38619,706412,64.81,-0.8416669110531183,-0.8416669110531183,3.1247207411158495,-0.05269217624491205,0.9979450435559052,-1,-1,28.266745767589622
69,BAJFINANCE,EQ,22-Aug-2017,1690.6,1708.0,1713.6,1662.55,1683.0,22-Aug-2017,1690.26,654334,1105993187.3,26671,181249,27.7,-0.45545960014194975,-1.4695550351288,3.070584343328009,-0.32663180182951257,0.8419663382327912,1,1,27.811286167447673
70,BAJFINANCE,EQ,23-Aug-2017,1682.9,1695.9,1784.7,1695.9,1779.0,23-Aug-2017,1750.64,1825088,3195076772.9,63224,560673,30.72,5.728207261275164,4.917742791438173,5.236157792322649,0.6968517218499212,2.8887866725388793,-1,-1,33.539493428722835
71,BAJFINANCE,EQ,24-Aug-2017,1779.3,1791.4,1797.7,1752.8,1761.9,24-Aug-2017,1772.56,1324532,2347815321.65,38863,509761,38.49,-1.0790760411397815,-1.7472367980350678,2.561615700593345,0.39505748553354614,3.000317006392189,1,1,32.46041738758306
72,BAJFINANCE,EQ,28-Aug-2017,1760.1,1773.5,1837.4,1767.0,1831.0,28-Aug-2017,1813.4,1347345,2443272982.2,51479,438245,32.53,3.9685245156525273,3.182971525232592,3.984153933220158,1.4641058449185693,3.1592628639020424,-1,-1,36.42894190323558
73,BAJFINANCE,EQ,29-Aug-2017,1829.95,1835.0,1835.0,1762.0,1770.0,29-Aug-2017,1793.0,1482257,2657680345.45,49517,513073,34.61,-3.090248367441728,-3.356948228882828,4.143019296254247,1.0143895536408474,3.6857189919058504,1,1,33.33869353579385
74,BAJFINANCE,EQ,30-Aug-2017,1773.4,1798.0,1819.4,1777.05,1788.0,30-Aug-2017,1801.47,1064601,1917843415.45,32167,301971,28.36,0.8260967632795602,-0.5533926585094551,2.3831631073971016,1.2707008263251494,3.601548911464438,-1,-1,34.16479029907341
75,BAJFINANCE,EQ,31-Aug-2017,1788.05,1797.4,1805.7,1770.0,1790.0,31-Aug-2017,1787.47,1116765,1996186848.4,32145,568768,50.93,-0.3439501132518563,-0.8623567375097396,2.01694915254238,0.056269351419745206,2.6099872245632856,1,1,33.82084018582155
76,BAJFINANCE,EQ,01-Sep-2017,1781.9,1790.0,1807.0,1790.0,1799.95,01-Sep-2017,1799.21,489396,880526551.2,19357,144505,29.53,1.0129636904427919,0.5558659217877127,0.9497206703910521,0.4746772977362599,2.5494637720382904,1,1,34.83380387626434
77,BAJFINANCE,EQ,04-Sep-2017,1799.95,1797.95,1820.0,1775.55,1801.0,04-Sep-2017,1798.73,658965,1185298372.0,25495,132434,20.1,0.07777993833162355,0.18910425762672656,2.503449635324273,-0.30347161772792086,1.6524256835266111,-1,-1,34.911583814595964
78,BAJFINANCE,EQ,05-Sep-2017,1801.35,1809.85,1815.3,1784.55,1793.0,05-Sep-2017,1798.68,741229,1333236271.8,30165,269209,36.32,-0.38582174480249476,-0.8536619056827788,1.7231234765066716,0.2374137067999258,0.6519038996564863,1,1,34.52576206979347
79,BAJFINANCE,EQ,06-Sep-2017,1794.4,1782.0,1883.0,1777.7,1859.7,06-Sep-2017,1845.35,2742892,5061604598.8,66627,683408,24.92,3.597302719571993,4.318181818181821,5.923384148056465,0.7916548980584125,1.6663061486617234,1,1,38.123064789365465
80,BAJFINANCE,EQ,07-Sep-2017,1858.95,1880.0,1985.9,1871.15,1963.0,07-Sep-2017,1927.47,4271734,8233649353.8,88541,1597886,37.41,5.60800451867991,4.42553191489361,6.13259225609919,1.9820458244447656,2.546015360445834,-1,-1,43.73106930804538
81,BAJFINANCE,EQ,08-Sep-2017,1963.2,1970.0,1974.95,1881.0,1888.0,08-Sep-2017,1912.28,2856329,5462110853.7,97619,874438,30.61,-3.6674816625916873,-3.9999999999999925,4.994683678894218,1.04595675383787,3.6237240432424866,1,1,40.06358764545369
82,BAJFINANCE,EQ,11-Sep-2017,1891.2,1900.0,1935.45,1898.05,1921.3,11-Sep-2017,1921.36,1098804,2111197299.4,35104,258097,23.49,1.5466370558375742,1.0763157894736919,1.9704433497536922,1.3397281773390601,3.5849445581030897,-1,-1,41.61022470129126
83,BAJFINANCE,EQ,12-Sep-2017,1920.45,1935.0,1935.0,1886.6,1894.0,12-Sep-2017,1897.68,1473997,2797173472.2,36080,777639,52.76,-1.3564529146814497,-2.0981912144702797,2.565461677091063,1.145601943363269,3.7252770001796476,1,1,40.25377178660981
84,BAJFINANCE,EQ,13-Sep-2017,1894.4,1895.0,1924.7,1895.0,1910.6,13-Sep-2017,1911.94,810810,1550220895.15,27216,282546,34.85,0.6730363175675658,0.6411609498680804,1.5672823218997323,0.5607486629623836,3.4645695868647497,1,1,40.926808104177375
85,BAJFINANCE,EQ,14-Sep-2017,1907.15,1913.0,1935.5,1901.0,1913.9,14-Sep-2017,1916.61,951870,1824360919.0,37832,322852,33.92,0.14419421650107012,-0.16204913748039118,1.8148342977380327,-0.5320133974733844,2.045791473920633,-1,-1,41.071002320678446
86,BAJFINANCE,EQ,15-Sep-2017,1909.9,1895.6,1912.1,1881.4,1903.55,15-Sep-2017,1897.94,922149,1750185270.2,37374,318560,34.55,-0.3743651500078604,0.3771892804389054,1.6317635803125174,0.12660990504338096,1.0915378456952312,1,1,40.696637170670584
87,BAJFINANCE,EQ,18-Sep-2017,1902.75,1916.0,1929.25,1906.6,1912.5,18-Sep-2017,1918.61,430947,826819504.3,16318,180792,41.95,0.46774405465772606,-0.2270354906054206,1.1879786006503856,-0.08916869519258866,0.8113126480866361,1,1,41.16438122532831
88,BAJFINANCE,EQ,19-Sep-2017,1911.65,1924.1,1928.7,1904.05,1912.0,19-Sep-2017,1916.78,598020,1146272073.25,22194,253830,42.45,0.007846624643614852,-0.6392599137258981,1.2946088600614525,0.18369121267242425,0.40744720041322985,-1,-1,41.172227849971925
89,BAJFINANCE,EQ,20-Sep-2017,1911.8,1918.8,1918.85,1900.0,1904.5,20-Sep-2017,1907.55,377551,720198208.9,20822,145930,38.65,-0.3609164138508092,-0.7244110902647427,0.9921052631578942,-0.023099333611250737,0.3561530813846911,1,1,40.811311436121116
90,BAJFINANCE,EQ,21-Sep-2017,1904.9,1908.0,1926.0,1871.55,1916.6,21-Sep-2017,1900.63,754880,1434748303.25,32860,244885,32.44,0.7664444327786235,0.6027253668763111,2.9093532099062402,0.10135070964425993,0.5062936969595008,-1,-1,41.57775586889974
91,BAJFINANCE,EQ,22-Sep-2017,1919.5,1910.0,1910.0,1847.0,1858.0,22-Sep-2017,1868.15,1772943,3312125707.2,72997,926222,52.24,-2.9356603282104654,-2.4528795811518234,3.4109366540335584,-0.41090832599626104,1.4756707879193252,-1,-1,38.642095540689276
92,BAJFINANCE,EQ,25-Sep-2017,1863.15,1859.95,1859.95,1759.0,1799.7,25-Sep-2017,1802.04,1826884,3292126622.4,67330,838025,45.87,-3.6041113168558625,-3.438264469474983,5.739056281978394,-1.2252794002989789,1.9247682457100341,1,1,35.03798422383341
93,BAJFINANCE,EQ,26-Sep-2017,1796.0,1796.0,1862.8,1780.95,1839.0,26-Sep-2017,1819.82,1044947,1901610945.55,35310,221426,21.19,2.4554565701558895,2.4554565701558895,4.5958617591734585,-0.7357574111965238,2.532192222191585,-1,-1,37.4934407939893
94,BAJFINANCE,EQ,27-Sep-2017,1840.1,1859.0,1859.0,1795.25,1808.2,27-Sep-2017,1820.25,764148,1390939692.75,28133,178509,23.36,-1.8124014999184812,-2.810650887573962,3.5510374599637906,-1.0260544284100583,2.5615075995389733,1,1,35.68103929407082
95,BAJFINANCE,EQ,28-Sep-2017,1806.75,1817.0,1855.0,1791.0,1840.2,28-Sep-2017,1836.41,3925555,7208934248.0,62434,2845520,72.49,1.9980628199806283,1.4226747385800653,3.5734226689000614,-0.7797307509696573,2.8228594068911836,-1,-1,37.679102114051446
96,BAJFINANCE,EQ,29-Sep-2017,1842.85,1857.95,1875.0,1830.35,1836.1,29-Sep-2017,1857.6,1216964,2260636381.1,48509,384644,31.61,-0.26046612583769946,-1.071072956753416,2.439424153850367,-0.2446919104951041,2.552665838349495,1,1,37.418635988213744
97,BAJFINANCE,EQ,03-Oct-2017,1838.05,1860.0,1873.5,1831.7,1872.95,03-Oct-2017,1856.41,975293,1810539250.35,33905,535047,54.86,1.6185631511656418,0.4193548387096735,2.2820330840203074,0.7998429831091968,1.7885165980703468,-1,-1,39.03719913937938
98,BAJFINANCE,EQ,04-Oct-2017,1867.8,1879.95,1879.95,1852.0,1862.0,04-Oct-2017,1863.91,538069,1002910577.7,23734,169438,31.49,-0.27572545240388546,-0.9202372403521397,1.5091792656587444,0.2536065785972418,1.5587724776310528,1,1,38.7614736869755
99,BAJFINANCE,EQ,05-Oct-2017,1862.65,1865.0,1885.5,1855.4,1867.0,05-Oct-2017,1872.35,398463,746062275.75,18446,88363,22.18,0.1905886774219434,0.06434316353887137,1.622291689123645,0.6542046140653267,1.0784565931635903,1,1,38.95206236439744
100,BAJFINANCE,EQ,06-Oct-2017,1866.2,1880.0,1934.55,1868.4,1926.0,06-Oct-2017,1906.7,1227615,2340687926.5,31737,293154,23.88,3.075768942235557,2.319148936170201,3.540462427745661,0.8697458385163124,1.4558505515697318,1,1,42.027831306633
101,BAJFINANCE,EQ,09-Oct-2017,1923.6,1928.0,1954.0,1916.0,1940.5,09-Oct-2017,1938.19,999574,1937362470.7,35652,314837,31.5,0.9201497192763641,0.6898340248962631,1.9832985386221358,1.105869007539125,1.3157121670509295,1,1,42.947981025909364
102,BAJFINANCE,EQ,10-Oct-2017,1941.3,1944.0,1959.4,1943.0,1949.75,10-Oct-2017,1950.94,517117,1008863606.4,20493,158575,30.67,0.4893627981249704,0.3497942386831321,0.84405558414824,0.8800289369309908,1.3025551773321598,-1,-1,43.437343824034336
103,BAJFINANCE,EQ,11-Oct-2017,1950.8,1967.0,1967.0,1901.95,1922.85,11-Oct-2017,1933.33,726978,1405488998.55,28265,277413,38.16,-1.3968628255074833,-2.2089476359938964,3.4201740319146134,0.6558014623102713,1.6111857471671815,1,1,42.04048099852685
104,BAJFINANCE,EQ,12-Oct-2017,1923.55,1940.0,1957.75,1923.0,1953.0,12-Oct-2017,1939.04,1019350,1976564299.45,20123,604957,59.35,1.5388214499233221,0.6778350515463938,1.80707228289132,0.925448016810547,1.6266094406025933,-1,-1,43.57930244845018
105,BAJFINANCE,EQ,13-Oct-2017,1953.15,1955.1,1973.7,1948.45,1953.0,13-Oct-2017,1955.5,849832,1661844702.95,26474,460159,54.15,-0.0051199344648478196,-0.10485397166385413,1.2959018707177528,0.3092702414704661,1.1098574755948258,-1,-1,43.57418251398533
106,BAJFINANCE,EQ,16-Oct-2017,1953.05,1966.0,1967.0,1875.35,1882.45,16-Oct-2017,1920.54,2652753,5094715936.9,78653,1341251,50.56,-3.417731240879651,-4.053916581892169,4.887087743621188,-0.558305950560737,1.915793473516497,-1,-1,40.156451273105674
107,BAJFINANCE,EQ,17-Oct-2017,1886.3,1880.25,1902.0,1856.4,1872.0,17-Oct-2017,1879.04,1782421,3349239352.7,55613,604632,33.92,-1.0178656629380334,-0.6993750831006618,2.4563671622495065,-0.8597516427733378,1.8262185197953158,1,1,39.13858561016764
108,BAJFINANCE,EQ,18-Oct-2017,1867.1,1870.0,1884.0,1848.65,1872.9,18-Oct-2017,1867.98,710046,1326354710.65,31751,262659,36.99,0.07498259332654467,-0.08021390374332027,1.9122062045276333,-0.5653825590065322,1.836591286208243,-1,-1,39.213568203494184
109,BAJFINANCE,EQ,19-Oct-2017,1868.5,1872.8,1872.8,1832.0,1839.25,19-Oct-2017,1854.36,169845,314953117.45,6851,74078,43.62,-1.209526358041202,-1.4363519863306196,2.2270742358078577,-1.115052120599437,1.411456145106345,-1,-1,38.00404184545298
110,BAJFINANCE,EQ,23-Oct-2017,1845.9,1845.0,1856.9,1812.2,1836.4,23-Oct-2017,1832.25,1011137,1852659365.05,28835,468621,46.35,-0.6582155046318872,-0.6097560975609762,2.4666151638891964,-1.245671234632845,1.3096065505859635,-1,-1,37.34582634082109
111,BAJFINANCE,EQ,24-Oct-2017,1833.75,1848.0,1848.0,1816.0,1826.0,24-Oct-2017,1828.03,929872,1699829366.35,32263,527972,56.78,-0.41990456714383617,-1.1877705627705626,1.7621145374449254,-0.6461058998856819,0.5066878315583736,-1,-1,36.92592177367725
112,BAJFINANCE,EQ,25-Oct-2017,1826.05,1820.0,1820.0,1713.55,1731.9,25-Oct-2017,1747.97,2865279,5008421484.2,78688,1674601,58.44,-5.459872402179567,-5.145604395604398,6.212249423711014,-1.5345072477339887,2.242475645212553,1,1,31.466049371497686
113,BAJFINANCE,EQ,26-Oct-2017,1726.35,1739.0,1766.0,1700.1,1754.1,26-Oct-2017,1742.35,1641262,2859656614.9,54063,717540,43.72,1.1816838995568846,0.4456584243818229,3.8762425739662376,-1.3131669864879207,2.4827941578686947,1,1,32.64773327105457
114,BAJFINANCE,EQ,27-Oct-2017,1746.75,1760.05,1828.65,1752.45,1823.5,27-Oct-2017,1803.07,1656079,2986020937.15,40849,767329,46.33,4.1362530413625365,3.349336666571978,4.348198236754253,-0.244011106607173,3.4866543097948015,-1,-1,36.783986312417106
115,BAJFINANCE,EQ,30-Oct-2017,1819.0,1832.0,1836.25,1797.8,1804.3,30-Oct-2017,1812.83,563901,1022259449.15,18534,196030,34.76,-0.8081363386476137,-1.5120087336244592,2.138725108465911,-0.2739952734103183,3.4917477660489,-1,-1,35.97584997376949
116,BAJFINANCE,EQ,31-Oct-2017,1804.3,1787.0,1824.05,1774.55,1800.2,31-Oct-2017,1800.2,764883,1376943973.75,26964,251068,32.82,-0.2050656764396197,0.7610520425293643,2.78943957623059,-0.23102749526947503,3.4908251339897727,1,1,35.770784297329875
117,BAJFINANCE,EQ,01-Nov-2017,1800.6,1809.6,1819.7,1801.0,1804.15,01-Nov-2017,1809.47,468999,848640264.3,13867,176030,37.53,0.3415528157280967,-0.15749336870025665,1.0383120488617559,0.9292575483120575,1.9364376251642048,1,1,36.112337113057976
118,BAJFINANCE,EQ,02-Nov-2017,1806.75,1815.0,1821.9,1802.0,1810.0,02-Nov-2017,1810.78,458603,830428226.25,17854,214936,46.87,0.19095060190950086,-0.26446280991735405,1.1043285238623746,0.7311108887825808,1.9547525607795209,1,1,36.303287714967475
119,BAJFINANCE,EQ,03-Nov-2017,1810.2,1825.0,1845.0,1808.4,1833.65,03-Nov-2017,1827.91,769995,1407480452.55,27818,377379,49.01,1.4777372666003652,0.6547945205479522,2.02388852023887,0.1994077338301466,0.8415977274418229,-1,-1,37.78102498156784
120,BAJFINANCE,EQ,06-Nov-2017,1836.95,1818.0,1844.9,1811.8,1816.15,06-Nov-2017,1831.05,583097,1067680073.1,19471,295547,50.69,-0.813849043251047,0.22002200220021528,1.8269124627442457,0.19826519290945993,0.8433096481509748,-1,-1,36.96717593831679
121,BAJFINANCE,EQ,07-Nov-2017,1822.0,1848.0,1848.0,1773.3,1798.85,07-Nov-2017,1797.15,769590,1383071433.6,23907,313648,40.76,-1.0675082327113117,-2.459415584415592,4.212485197090166,0.025776681655121526,1.0167878088522515,-1,-1,35.89966770560548
122,BAJFINANCE,EQ,08-Nov-2017,1802.55,1794.55,1804.9,1771.55,1782.45,08-Nov-2017,1785.0,549567,980975086.45,38151,279238,50.81,-1.4895564616792867,-1.0504026078961282,1.8825322457734828,-0.34044517382635514,1.1896803692797526,-1,-1,34.410111243926195
123,BAJFINANCE,EQ,09-Nov-2017,1775.7,1787.05,1793.4,1733.0,1753.0,09-Nov-2017,1757.93,866349,1522982760.0,37793,426981,49.29,-1.278369093878473,-1.9053747796648035,3.4852856318522862,-0.63430911298395,1.206948348092034,-1,-1,33.13174215004772
124,BAJFINANCE,EQ,10-Nov-2017,1753.0,1731.1,1769.0,1731.1,1741.0,10-Nov-2017,1751.56,805954,1411677148.75,26854,447049,55.47,-0.456360524814603,0.802957656981107,2.1893593668765643,-1.0211286712669436,0.4030124678633886,-1,-1,32.675381625233115
125,BAJFINANCE,EQ,13-Nov-2017,1745.0,1759.95,1759.95,1718.5,1728.0,13-Nov-2017,1736.25,544530,945441622.5,36384,279343,51.3,-0.9312320916905481,-1.7727776357282954,2.4119871981379104,-1.0446052809548436,0.3911639655663249,1,1,31.74414953354257
126,BAJFINANCE,EQ,14-Nov-2017,1728.75,1731.0,1769.9,1720.2,1752.0,14-Nov-2017,1744.76,633554,1105398440.5,29951,193953,30.61,1.5126536514822986,1.380704794916232,2.8891989303569288,-0.5285729041161217,1.2061963588520304,-1,-1,33.256803185024864
127,BAJFINANCE,EQ,15-Nov-2017,1754.9,1762.1,1763.95,1707.05,1719.0,15-Nov-2017,1721.57,926465,1594969945.65,50982,458440,49.48,-2.3420137899595517,-2.741047613642811,3.3332356990129153,-0.6990643697721747,1.4176900554833631,1,1,30.914789395065313
128,BAJFINANCE,EQ,16-Nov-2017,1713.8,1725.0,1780.2,1716.5,1777.75,16-Nov-2017,1742.16,901089,1569844847.6,36679,472597,52.45,2.943750729373318,2.275362318840579,3.7110399067870725,0.14535959487818353,2.0861824642440228,1,1,33.85854012443863
129,BAJFINANCE,EQ,17-Nov-2017,1764.25,1790.0,1817.0,1778.1,1780.0,17-Nov-2017,1796.68,943939,1695955573.0,34004,392311,41.56,1.309338245713465,-0.1480446927374368,2.1877284742140457,0.4984993489837971,2.108190566812297,1,1,35.167878370152096
130,BAJFINANCE,EQ,20-Nov-2017,1787.35,1786.8,1807.5,1770.05,1805.0,20-Nov-2017,1795.2,602115,1080918085.2,28187,307818,51.12,1.0014826419000311,1.0325721961047751,2.1157594418236725,0.8850422957019131,1.9518998960114424,1,1,36.16936101205213
131,BAJFINANCE,EQ,21-Nov-2017,1805.25,1819.0,1822.75,1791.25,1807.8,21-Nov-2017,1809.44,495585,896730711.75,31788,244765,49.39,0.2492729538845051,-0.5085211654755395,1.7585484996510914,0.6323661561823544,1.9320153532565305,-1,-1,36.418633965936635
132,BAJFINANCE,EQ,22-Nov-2017,1809.75,1816.7,1816.7,1768.55,1773.8,22-Nov-2017,1777.15,738204,1311896228.45,38573,457817,62.02,-1.978173780908965,-2.3531678317828986,2.7225693364620884,0.7051341579924717,1.7938952094239133,-1,-1,34.44046018502767
133,BAJFINANCE,EQ,23-Nov-2017,1773.95,1777.0,1782.45,1747.0,1762.6,23-Nov-2017,1764.01,587412,1036202226.5,21004,280029,47.67,-0.5806251585444899,-0.7512661789532915,2.0291929021179156,0.00025898040891014773,1.3256854713797717,1,1,33.859835026483175
134,BAJFINANCE,EQ,24-Nov-2017,1763.65,1773.0,1798.3,1764.0,1785.1,24-Nov-2017,1787.18,572947,1023960777.4,25011,199726,34.86,1.494060612933401,0.958826847151717,1.9444444444444375,0.03720345385289736,1.3730165876639913,-1,-1,35.35389563941658
135,BAJFINANCE,EQ,27-Nov-2017,1790.0,1780.0,1784.3,1765.0,1772.0,27-Nov-2017,1773.47,573099,1016371803.05,20175,269114,46.96,-0.935754189944138,-0.37921348314606806,1.0934844192634463,-0.35024391251593645,1.3045049938188615,-1,-1,34.418141449472444
136,BAJFINANCE,EQ,28-Nov-2017,1773.25,1772.0,1783.95,1762.5,1764.4,28-Nov-2017,1772.84,552962,980314318.35,24523,272475,49.28,-0.38629634851261585,-0.31602708803610824,1.2170212765957533,-0.47735777299536064,1.2617470777661988,-1,-1,34.03184510095983
137,BAJFINANCE,EQ,29-Nov-2017,1766.4,1765.0,1777.95,1751.0,1755.4,29-Nov-2017,1760.9,687118,1209947268.0,21895,400782,58.33,-0.571784420289867,-0.492917847025498,1.5391205025699684,-0.19607990087154104,0.965518545702671,-1,-1,33.46006068066996
